full_name,host_type,language,stars,description
gaybro8777/OpenLegislation,GitHub,Java,0,OpenLegislation is a web service that delivers legislative information from the New York State Senate and Assembly to the public in near-real time.  It is used internally to serve up legislative data for nysenate.gov and the Bluebird-CRM.
damanzano/DSpace,GitHub,Java,0,(Official) The DSpace digital asset management system that powers your Institutional Repository
ohtuprojekti/OKKoPa,GitHub,Java,0,Kokeidenpalautusjärjestelmä OKKoPa
solita/livijuku-front,GitHub,JavaScript,0,"Liikennevirasto Joukkoliikenteen rahoitus-, kustannus- ja suoritetietojen keräys- ja seurantajärjestelmän käyttöliittymä"
kgeis/kc,GitHub,Java,0,Kuali Coeus
ZakarFin/oskari-server,GitHub,Java,0,Backend implementation for Oskari Map Application Framework
abirfahad15/docs,GitHub,JavaScript,0,
hmcts/em-stitching-api,GitHub,Java,0,
vebqa/vebtal-pdf,GitHub,Java,0,
MarketTrack/lucene-solr,GitHub,Java,0,Mirror of Apache Lucene + Solr
levigo/filetype-analyzer,GitHub,Java,0,
hrbrmstr/pdfbox,GitHub,Java,22,"Create, Maniuplate and Extract Data from PDF Files (R Apache PDFBox wrapper)"
acmsigsoft/submission-checker,GitHub,Java,21,"Checks the PDFs submitted to a conference, e.g., for formatting violations and double blind violations"
rquast/swingsane,GitHub,Java,16,"SwingSane - A cross-platform, Scanner Access Now Easy (SANE) frontend."
ecausarano/heron,GitHub,Java,13,
dlsc-software-consulting-gmbh/PDFViewFX,GitHub,Java,13,A PDF view for JavaFX applications.
canoo/webtest,GitHub,Java,13,The most effective way to test your webapp - http://webtest.canoo.com/
mkl-public/testarea-pdfbox1,GitHub,Java,13,Test area for public PDFBox v1 issues on stackoverflow etc
makbn/JThumbnail,GitHub,Java,13,"Java thumbnail generator for Office,PDF,HTML,Text,MP3,MPEG and Image documents"
SpringForAll/spring-cloud-digital-sign,GitHub,Java,13,"Sign personal RSA2 certificate in PDF documents  , under coding , plz don't use right now ."
jguglielmi/OASIS,GitHub,HTML,12,"Open Automation Source Integrated Suite or (OASIS) is an open source plugin for FitNesse that enables the user to perform thick, thin, mobile, and load testing using open source technologies including: Selenium, Sikuli, JMeter, and Synthuse."
Alfresco/alfresco-community-repo,GitHub,Java,11,Community Content Service Repository
QAQtutu/ofdbox,GitHub,Java,10,一个简易的ofd解析库
jsubercaze/simhashdb,GitHub,Java,10,Text retrieval database based on simhash similarity search
brandonbai/pdfDemo,GitHub,FreeMarker,9,java生成pdf文档的总结和相关代码，java genarate pdf
altraman00/hrweb,GitHub,Java,9,
cmisdocs/ServerDevelopmentGuideV2,GitHub,Java,8,[ 2nd Edition ] Developers guide showing how to build a CMIS server and OpenCMIS server plugins / includes guide and source code (Apache 2 license)
huihoo/olat,GitHub,Java,8,基于OLAT/OpenOLAT的在线学习和培训系统
sanluan/einvoice,GitHub,Java,8,电子发票识别，可识别 电子普票 电子专票
htl-leonding/2016_3CHIF_OnTopCalc,GitHub,Java,8,Kalkulationsassistent
BCIT-SoCAS/ceons,GitHub,Java,7,Complex Elastic Optical Networks Simulator (CEONS)
mrFlick72/socialDocumentLibrary,GitHub,Java,6,"The application, that helps the professionists IT to find  the best books for their education"
kolbasa/OCRaptor,GitHub,Java,6,OCR Indexing for Documents
CodeClubBrasil/ccbr-gerador-certificados,GitHub,Java,6,Gerador de Certificados Code Club Brasil
tmills/PaperManager,GitHub,Java,6,Sync academic papers (PDFs) across machines; manage bibtex file; tag and summarize references
SmartDataAnalytics/ORE,GitHub,Java,5,Ontology Repair and Enrichment
lwissler/co2_company_data,GitHub,HTML,5,crawl and parse co2 data from major companies
callakrsos/Gargoyle,GitHub,Java,5,Gargoyle - IDE 개발. 
bnanes/shrink-pdf,GitHub,Java,5,Reduce PDF file size by applying jpeg compression to embedded images
ProxyPrint/proxyprint-kitchen,GitHub,Java,5,ProxyPrint's back-end.
Arnauld/gutenberg,GitHub,Java,4,"When PDF (itext) meets Markdown, Ditaa, and others"
janklab/janklab,GitHub,MATLAB,4,A general-purpose Matlab programming library
kermitt2/grobid-astro,GitHub,JavaScript,4,A machine learning software for extracting astronomical entities from scholarly documents 
jguglielmi/OASIS-Maven,GitHub,Java,4,This is the Maven version of the OASIS framework
tramyardg/CVparser,GitHub,Java,4,CVparser is a software for parsing or extracting data out of cvs/resumes.
kyoto-u/openpanda,GitHub,Java,4,
lectureStudio/lectureStudio,GitHub,Java,4,An integrated tool for presenting lectures
aritelnet/pdf-to-image,GitHub,Java,4,Convert PDF files to image.
kyoto-u/openpanda,GitHub,Java,4,
janklab/janklab,GitHub,MATLAB,4,A general-purpose Matlab programming library
sjclemen/peten,GitHub,Java,4,Peten: An uploader for Mayan EDMS
aws-samples/amazon-textract-a2i-pdf,GitHub,Python,4,
konik-io/pdfbox-carriage,GitHub,Java,3,Addon for the Konik library allows attaching and extracting XML content to PDFs with the help of PDFBox
chronicweirdo/reader,GitHub,JavaScript,3,"A server application for accessing and reading your personal ebook and comic book collection online, through a browser, from any device."
VTAF/VirtusaSeleniumWebdriverRuntime,GitHub,Java,3,Selenium Webdriver runtime developed by Virtusa Test Automation Framework (VTAF) team.
ktor/liferay-reference,GitHub,,3,Index of Liferay 7 CE source code as maven project. Import in IDE to browse/search through Liferay's code. 
esign-consulting/postdenuncia,GitHub,Java,3,Projeto de software para cidadãos denunciarem problemas urbanos.
kuehne-trustable-de/ca3sCore,GitHub,Java,3,ca3s is a CA system with a flexible RA part based on BPM aiming to automate as much as possible. Therefore providing ACME and SCEP interfaces in addition to the usual web form. Aggregating certificate sets from different sources and using CMP-connected CAs or ADCS instances for certificate creation. The ca3s core server is based on spring boot 2.x and jHipster
Workfront/webhooks-app,GitHub,Java,3,Reference Implementation for the Webhook API Workfront infrustructure
EvanBelcher/DrillBook,GitHub,Java,3,"DrillBook is a marching band drill creation software. It is designed to help drill writers and band directors create, edit, and print drill pages with ease and control."
diging/giles-eco-giles-web,GitHub,Java,3,
wso2/orbit,GitHub,Java,3,
DeveloperLiberationFront/Pdf-Reviewer,GitHub,Java,2,Turns Pdf comments into GitHub issues.
AckerApple/ack-pdfbox,GitHub,Java,2,Java code for specific pdf manipulations
OLATsystems/OLAT-18FS-openolat-lms,GitHub,Java,2,OLAT Core Library based on OpenOLAT
NYULibraries/fda5,GitHub,Java,2,
digipost/printability-validator,GitHub,Java,2,Library for validating 'printability' of documents.
ako/MqttClient,GitHub,Java,2,Mqtt client for Mendix
PlanBase/PdfLayoutMgr2,GitHub,Kotlin,2,"Adds line-breaking, page-breaking, tables, and styles to PDFBox"
q474818917/solr-5.2.0,GitHub,Java,2,eclipse 源码编译，整合NLP应用拼音、繁体
OpenSextant/XText,GitHub,Java,2,"Textual Content extraction from multimedia featuring modes for crawling folders, websites and Sharepoint.  This is Tika-based, but aims to simplify this for pipelining in extraction applications."
shitongtong/libraryManage,GitHub,JavaScript,2,图书管理系统
IanDarwin/pdfshow,GitHub,Java,2,A simple PDF viewer oriented towards slideshow decks in PDF form
jurgendl/jhaws,GitHub,JavaScript,2,Automatically exported from code.google.com/p/jhaws
FranckCo/Stamina,GitHub,Java,2,Statistical metadata in action
salterok/stockFX,GitHub,Java,2,Stocktaking software developed as diploma and consists of JavaFX-server and Android client
ccmd00d/chart-parser,GitHub,Java,2,Parses horse racing result charts
petermr/ami3,GitHub,HTML,2,Integration of cephis and normami code into a single base. Tests will be slimmed down
Linran0808/Competition-website,GitHub,HTML,2,version1.0
Didddy/ImageTester,GitHub,Java,1,Applitools Visual Validation Images Tester
HyperDunk/DR-TIKA,GitHub,Java,1,
lzkill/sinapi-extractor,GitHub,Java,1,A Java Swing converter for the SINAPI PDF tables
Transkribus/TranskribusLanguageResources,GitHub,Java,1,
Communication-Systems-Group/reimbursement-server,GitHub,Java,1,Masterproject IFI UZH Server
Moccko/campingsimulator2017,GitHub,Java,1,Progiciel de gestion de camping
huruiyi/spring-samples,GitHub,Java,1,Java学习记录
hilmialyaz/telcoandmore_opencell,GitHub,Java,1,telcoandmore_opencell
caixiaomao/kkFileView,GitHub,Java,1,使用spring boot打造文件文档在线预览项目解决方案，支持doc、docx、ppt、pptx、xls、xlsx、zip、rar、mp4，mp3以及众多类文本如txt、html、xml、java、properties、sql、js、md、json、conf、ini、vue、php、py、bat、gitignore等文件在线预览
uniba-ub/dspace-cris-lod,GitHub,Java,1,
paulo4ndre/dspace-6.3,GitHub,Java,1,
combivators/tiny-resume,GitHub,Java,1,简历文档智能识别和数值化子系统
Master-LC/Java-Utils,GitHub,Java,1,Java中常用工具类以及一些资源链接
DaveParillo/webtest,GitHub,Java,1,Web application testing powered by HtmlUnit and and Apache Ant
Leemuyi/matching,GitHub,Java,1,第一个gitHub项目
auroban/ResumeParser,GitHub,Java,1,"A simple Java library to parse resumes in PDF, Word and Text files and form JSON / XML structures out of them"
jmross14/sakai,GitHub,Java,1,"Sakai is a freely available, feature-rich technology solution for learning, teaching, research and collaboration. Sakai is an open source software suite developed by a diverse and global adopter community."
bocse/multumesc.org,GitHub,,1,
jankcat/ImageTester,GitHub,Java,1,Applitools Visual Validation Images Tester
ravalum/cantaloupe,GitHub,Java,1,High-performance dynamic IIIF image server in Java
sinaptico/reviewer,GitHub,Java,1,
gisdevelope/oskari-server,GitHub,Java,1,Backend implementation for Oskari Map Application Framework
andbin/java-examples,GitHub,,1,A set of simple and nice examples developed by :it: Andrea Binello (“andbin”) about the :coffee: Java programming language
jake-leland/CourseScraper,GitHub,Java,1,
austriapro/ebinterface-rendering,GitHub,Java,1,Repository for ebInterface rendering logic such as PDF generation
veebee/sd-dss,GitHub,Java,1,SD DSS clone
Sergio-strazzacappa/Dspace,GitHub,Java,1,Repositorio digital para la facultad de informática
andang72/architecture-community-studio,GitHub,Java,1,
IamFive/pandora,GitHub,Java,1,Extract common tools &amp; helper
yida-lxw/solr-5.2.0,GitHub,Java,1,The source codes of solr-5.2.0
adsabs/ADSfulltext,GitHub,Python,1,ADS Full Text Extraction
VincentYeh-dev/IMG2PDF,GitHub,Java,1,
aniu2002/myself-toolkit,GitHub,Java,1,The toolkit for myself
suneel944/HYB_FW_PDF,GitHub,Java,1,Hybrid Framework With PDF Reporting
rrusk/oscar-sandbox,GitHub,Java,1,Copy of Oscar McMaster for current work in progress
KuricynAlexx/OpenOLAT,GitHub,,1,Learning Management System OpenOlat
vvanherk/oscar_emr,GitHub,Java,1,oscar emr
Ariah-Group/Research,GitHub,PLSQL,1,Ariah Research
HubBucketInc/lucene-solr,GitHub,Java,1,Mirror of Apache Lucene + Solr
giraone/imaging-kit,GitHub,Java,1,"A Java lib for creating thumbnails and/or scaled versions of bitmap images (PNG, JPEG) and PDF documents."
prasaadk/findaukvisasponsor,GitHub,JavaScript,1,Search web app for Tier 2 and Tier 5 register of sponsors
concytec-pe/DSpace,GitHub,Java,1,(Forked) The DSpace digital asset management system that powers your Institutional Repository. This repository contains the 4Science optimized DSpace & DSpace-CRIS distribution.
Serfati/boogle,GitHub,Java,1,:minidisc: A search engine written in JAVA 8.
bndly/bndly-commons,GitHub,Java,1,A collection of OSGI bundles as maven projects to build a foundation for bndly-features
paawak/blog,GitHub,Java,1,Source repository for my blog
adhulipa/tika-pooled-time-series,GitHub,Java,1,
Meeds-io/exo-es-embedded,GitHub,Java,1,Embedded elasticsearch used for quick start purpose
benjaminpochat/demos,GitHub,,1,"Demos is a CivicTech project for scraping official city web sites, and archiving deliberations in a centralized database"
navikt/modiapersonoversikt-api,GitHub,Java,1,Modia er en intern arbeidsflate som inneholder kjerneinformasjon om brukeren og som gir medarbeiderne i NAV oversikt over brukerens forhold til NAV.
sRNAworkbenchuea/UEA_sRNA_Workbench,GitHub,Java,1,official repository for the UEA sRNA Workbench
lucee/Lucee_old,GitHub,Java,1,Welcome to the source code repository of the Lucee Association Switzerland
compomics/cellmissy,GitHub,Java,1,Cell Migration Invasion Storage System.
derKrischan/jpdftest,GitHub,Java,1,Test PDFs with Java programmatically instead of image comparison.
daniellavoie/kubik,GitHub,JavaScript,1,Lightweight ERP system.
fhoeben/hsac-fitnesse-pdf,GitHub,Java,1,This project extends the Java fixtures provided by hsac-fitnesse-fixtures. It adds the ability to work with PDFs. 
EhsanTang/CrapApi.V7.2,GitHub,JavaScript,1,
klaus7/pdfreplacer,GitHub,Java,1,"This little library can be used to find text markers in PDF documents and add text blocks at the found locations. Placeholders in the original PDF are used to detect the location of the field, where the custom value can be added. "
NextBook-organisation/nextbook,GitHub,Java,0,NextBook is book publishing and selling portal
